ProductID,Product,Category
267,Phone,Accessories
249,Laptop,Electronics
351,Phone,Accessories
218,Laptop,Electronics
259,Phone,Electronics
366,Phone,Electronics
345,Phone,Accessories
363,Phone,Electronics
382,Phone,Accessories
268,Phone,Electronics
374,Laptop,Accessories
318,Phone,Accessories
348,Phone,Accessories
349,Laptop,Electronics
375,Monitor,Accessories
236,Monitor,Electronics
362,Tablet,Accessories
398,Monitor,Accessories
359,Laptop,Electronics
337,Monitor,Electronics
277,Tablet,Accessories
276,Laptop,Electronics
384,Phone,Electronics
201,Tablet,Accessories
263,Monitor,Electronics
234,Monitor,Accessories
206,Phone,Electronics
284,Laptop,Electronics
266,Monitor,Electronics
241,Tablet,Accessories
317,Monitor,Electronics
324,Monitor,Electronics
366,Monitor,Accessories
368,Monitor,Electronics
223,Tablet,Electronics
387,Phone,Electronics
245,Phone,Electronics
218,Laptop,Accessories
267,Monitor,Accessories
301,Tablet,Electronics
241,Laptop,Accessories
231,Laptop,Accessories
308,Tablet,Accessories
296,Tablet,Accessories
363,Phone,Accessories
272,Phone,Electronics
335,Phone,Accessories
322,Monitor,Electronics
212,Tablet,Electronics
248,Laptop,Electronics
259,Phone,Accessories
329,Laptop,Accessories
387,Tablet,Accessories
204,Tablet,Accessories
399,Monitor,Accessories
266,Phone,Accessories
257,Monitor,Accessories
202,Monitor,Electronics
285,Tablet,Accessories
269,Phone,Electronics
371,Tablet,Accessories
301,Laptop,Electronics
297,Monitor,Electronics
229,Monitor,Electronics
315,Phone,Electronics
207,Phone,Electronics
349,Laptop,Accessories
243,Phone,Accessories
385,Monitor,Accessories
235,Laptop,Electronics
396,Laptop,Electronics
276,Phone,Electronics
230,Monitor,Accessories
246,Laptop,Accessories
254,Monitor,Electronics
305,Monitor,Electronics
389,Monitor,Accessories
357,Phone,Accessories
320,Tablet,Accessories
254,Tablet,Electronics
343,Laptop,Electronics
211,Monitor,Electronics
344,Phone,Accessories
339,Monitor,Electronics
335,Phone,Electronics
202,Tablet,Accessories
343,Monitor,Electronics
229,Monitor,Accessories
303,Tablet,Electronics
204,Laptop,Accessories
264,Laptop,Electronics
229,Phone,Accessories
348,Monitor,Electronics
349,Monitor,Electronics
399,Tablet,Electronics
231,Tablet,Electronics
360,Phone,Accessories
215,Tablet,Electronics
237,Laptop,Accessories
341,Monitor,Accessories
350,Laptop,Accessories
313,Tablet,Accessories
265,Laptop,Electronics
304,Tablet,Electronics
284,Monitor,Electronics
392,Laptop,Accessories
274,Phone,Electronics
266,Tablet,Electronics
379,Tablet,Accessories
395,Phone,Electronics
205,Laptop,Accessories
362,Phone,Accessories
342,Laptop,Electronics
285,Monitor,Accessories
300,Tablet,Electronics
211,Phone,Electronics
248,Monitor,Accessories
365,Phone,Electronics
281,Laptop,Electronics
372,Phone,Electronics
234,Phone,Electronics
357,Laptop,Electronics
357,Monitor,Electronics
279,Phone,Electronics
379,Tablet,Electronics
213,Laptop,Accessories
362,Laptop,Accessories
265,Laptop,Accessories
290,Phone,Accessories
329,Phone,Accessories
362,Monitor,Accessories
219,Laptop,Electronics
209,Laptop,Electronics
363,Monitor,Electronics
294,Tablet,Accessories
264,Tablet,Electronics
309,Monitor,Accessories
253,Tablet,Accessories
379,Laptop,Electronics
224,Tablet,Accessories
340,Tablet,Accessories
335,Monitor,Electronics
348,Laptop,Accessories
224,Phone,Accessories
278,Monitor,Accessories
267,Tablet,Accessories
387,Monitor,Accessories
327,Monitor,Electronics
295,Laptop,Accessories
291,Laptop,Electronics
230,Laptop,Accessories
277,Monitor,Accessories
219,Tablet,Accessories
390,Phone,Electronics
333,Monitor,Electronics
292,Laptop,Electronics
242,Tablet,Accessories
329,Monitor,Accessories
230,Tablet,Accessories
204,Laptop,Electronics
361,Laptop,Electronics
329,Monitor,Electronics
210,Monitor,Electronics
282,Phone,Accessories
298,Monitor,Electronics
389,Tablet,Accessories
314,Phone,Accessories
206,Laptop,Electronics
279,Laptop,Accessories
343,Tablet,Electronics
296,Laptop,Electronics
203,Monitor,Electronics
203,Monitor,Accessories
302,Tablet,Accessories
216,Laptop,Accessories
323,Laptop,Accessories
251,Phone,Accessories
365,Laptop,Accessories
262,Phone,Accessories
390,Laptop,Accessories
261,Laptop,Accessories
354,Monitor,Electronics
291,Tablet,Electronics
213,Tablet,Accessories
285,Laptop,Accessories
382,Monitor,Accessories
329,Tablet,Electronics
261,Monitor,Electronics
278,Phone,Accessories
257,Monitor,Electronics
366,Phone,Accessories
332,Tablet,Electronics
264,Tablet,Accessories
380,Tablet,Electronics
359,Laptop,Accessories
363,Tablet,Accessories
387,Phone,Accessories
338,Phone,Accessories
395,Tablet,Electronics
233,Phone,Electronics
311,Phone,Electronics
281,Monitor,Accessories
356,Tablet,Electronics
365,Phone,Accessories
220,Tablet,Electronics
312,Phone,Accessories
391,Phone,Electronics
216,Laptop,Electronics
319,Monitor,Electronics
336,Laptop,Electronics
368,Monitor,Accessories
328,Tablet,Electronics
247,Phone,Electronics
296,Monitor,Accessories
257,Phone,Electronics
233,Laptop,Accessories
386,Monitor,Accessories
399,Phone,Accessories
344,Laptop,Accessories
372,Tablet,Accessories
268,Laptop,Accessories
359,Tablet,Accessories
392,Laptop,Electronics
286,Phone,Electronics
300,Laptop,Electronics
286,Tablet,Accessories
242,Monitor,Accessories
328,Laptop,Accessories
308,Laptop,Electronics
378,Tablet,Electronics
351,Monitor,Electronics
351,Phone,Electronics
216,Monitor,Electronics
332,Tablet,Accessories
347,Monitor,Electronics
257,Tablet,Electronics
309,Laptop,Accessories
338,Tablet,Accessories
342,Phone,Accessories
334,Tablet,Accessories
227,Laptop,Electronics
250,Phone,Accessories
385,Laptop,Accessories
204,Phone,Electronics
293,Tablet,Electronics
263,Laptop,Electronics
337,Laptop,Accessories
310,Phone,Electronics
311,Monitor,Electronics
280,Monitor,Accessories
303,Tablet,Accessories
352,Laptop,Electronics
272,Tablet,Accessories
393,Laptop,Electronics
377,Monitor,Electronics
394,Monitor,Electronics
248,Tablet,Accessories
235,Laptop,Accessories
304,Laptop,Accessories
318,Tablet,Accessories
313,Monitor,Electronics
209,Monitor,Electronics
339,Phone,Electronics
290,Laptop,Accessories
201,Tablet,Electronics
317,Tablet,Electronics
359,Monitor,Accessories
294,Phone,Electronics
343,Phone,Accessories
323,Phone,Electronics
214,Monitor,Electronics
367,Tablet,Electronics
345,Laptop,Electronics
382,Tablet,Accessories
352,Phone,Accessories
258,Laptop,Electronics
323,Laptop,Electronics
221,Tablet,Accessories
371,Laptop,Accessories
231,Monitor,Accessories
374,Monitor,Electronics
217,Monitor,Accessories
348,Tablet,Accessories
340,Tablet,Electronics
348,Phone,Electronics
325,Laptop,Electronics
245,Tablet,Electronics
303,Monitor,Accessories
285,Phone,Accessories
228,Laptop,Accessories
379,Monitor,Accessories
226,Tablet,Electronics
287,Tablet,Electronics
243,Tablet,Accessories
364,Monitor,Accessories
383,Monitor,Electronics
202,Laptop,Accessories
222,Laptop,Electronics
229,Laptop,Accessories
238,Tablet,Electronics
307,Monitor,Electronics
310,Laptop,Accessories
327,Laptop,Electronics
305,Monitor,Accessories
307,Tablet,Electronics
392,Phone,Accessories
331,Monitor,Accessories
303,Laptop,Accessories
263,Tablet,Electronics
297,Laptop,Electronics
327,Phone,Accessories
245,Tablet,Accessories
354,Tablet,Accessories
368,Laptop,Electronics
311,Laptop,Accessories
336,Phone,Accessories
285,Tablet,Electronics
289,Tablet,Accessories
257,Phone,Accessories
320,Phone,Accessories
380,Monitor,Accessories
320,Monitor,Electronics
274,Monitor,Electronics
343,Phone,Electronics
269,Tablet,Accessories
255,Phone,Electronics
300,Laptop,Accessories
331,Monitor,Electronics
310,Phone,Accessories
331,Laptop,Electronics
337,Laptop,Electronics
223,Phone,Electronics
353,Phone,Electronics
236,Phone,Electronics
253,Laptop,Electronics
237,Laptop,Electronics
373,Laptop,Accessories
203,Phone,Accessories
256,Monitor,Accessories
372,Laptop,Accessories
216,Tablet,Electronics
318,Laptop,Accessories
270,Monitor,Accessories
203,Tablet,Accessories
202,Tablet,Electronics
331,Tablet,Accessories
361,Monitor,Electronics
281,Phone,Accessories
358,Phone,Accessories
259,Tablet,Accessories
346,Tablet,Accessories
262,Tablet,Electronics
309,Laptop,Electronics
308,Monitor,Accessories
229,Laptop,Electronics
316,Monitor,Electronics
358,Monitor,Accessories
299,Tablet,Electronics
391,Monitor,Accessories
218,Tablet,Accessories
375,Tablet,Accessories
372,Phone,Accessories
293,Phone,Accessories
382,Laptop,Electronics
382,Phone,Electronics
345,Tablet,Accessories
315,Tablet,Electronics
312,Tablet,Electronics
246,Phone,Electronics
256,Laptop,Electronics
244,Monitor,Electronics
360,Monitor,Accessories
344,Phone,Electronics
397,Laptop,Electronics
347,Monitor,Accessories
343,Laptop,Accessories
268,Tablet,Electronics
337,Phone,Accessories
293,Monitor,Accessories
317,Phone,Electronics
280,Phone,Accessories
308,Phone,Electronics
250,Laptop,Electronics
346,Laptop,Accessories
369,Monitor,Accessories
234,Laptop,Electronics
353,Laptop,Electronics
268,Monitor,Accessories
292,Tablet,Accessories
273,Laptop,Accessories
299,Laptop,Electronics
269,Laptop,Accessories
289,Phone,Accessories
238,Monitor,Accessories
223,Phone,Accessories
256,Laptop,Accessories
299,Phone,Electronics
269,Phone,Accessories
240,Tablet,Accessories
373,Phone,Electronics
351,Monitor,Accessories
357,Tablet,Electronics
305,Tablet,Electronics
334,Phone,Electronics
362,Tablet,Electronics
213,Monitor,Electronics
319,Laptop,Accessories
337,Tablet,Accessories
243,Laptop,Accessories
272,Monitor,Accessories
244,Tablet,Electronics
383,Laptop,Accessories
306,Laptop,Accessories
283,Tablet,Accessories
306,Monitor,Accessories
395,Monitor,Accessories
206,Laptop,Accessories
326,Laptop,Accessories
347,Phone,Electronics
375,Tablet,Electronics
398,Laptop,Accessories
369,Tablet,Electronics
353,Phone,Accessories
319,Phone,Electronics
341,Tablet,Accessories
364,Phone,Accessories
220,Monitor,Electronics
281,Tablet,Electronics
268,Phone,Accessories
330,Phone,Electronics
364,Tablet,Accessories
346,Monitor,Electronics
314,Tablet,Accessories
284,Laptop,Accessories
339,Phone,Accessories
368,Phone,Electronics
377,Laptop,Accessories
270,Phone,Electronics
285,Monitor,Electronics
232,Tablet,Accessories
280,Phone,Electronics
260,Laptop,Accessories
227,Phone,Accessories
385,Tablet,Electronics
368,Tablet,Accessories
366,Laptop,Electronics
297,Phone,Electronics
397,Laptop,Accessories
264,Monitor,Accessories
204,Phone,Accessories
201,Laptop,Electronics
221,Phone,Electronics
311,Tablet,Electronics
265,Monitor,Electronics
273,Phone,Electronics
324,Monitor,Accessories
366,Tablet,Accessories
275,Tablet,Accessories
287,Monitor,Accessories
367,Phone,Electronics
298,Tablet,Electronics
262,Laptop,Accessories
391,Monitor,Electronics
231,Phone,Electronics
334,Monitor,Accessories
326,Phone,Accessories
309,Monitor,Electronics
315,Monitor,Accessories
319,Laptop,Electronics
278,Tablet,Accessories
315,Tablet,Accessories
213,Phone,Accessories
354,Phone,Electronics
367,Laptop,Electronics
225,Laptop,Electronics
312,Monitor,Electronics
352,Laptop,Accessories
241,Tablet,Electronics
205,Tablet,Electronics
366,Laptop,Accessories
222,Monitor,Electronics
322,Tablet,Electronics
370,Laptop,Electronics
396,Monitor,Accessories
250,Monitor,Accessories
273,Monitor,Electronics
351,Tablet,Electronics
240,Laptop,Accessories
271,Tablet,Electronics
336,Monitor,Accessories
246,Monitor,Accessories
241,Phone,Electronics
259,Monitor,Accessories
206,Monitor,Accessories
226,Phone,Electronics
306,Monitor,Electronics
323,Tablet,Accessories
306,Tablet,Electronics
300,Tablet,Accessories
309,Phone,Accessories
336,Tablet,Electronics
338,Monitor,Electronics
215,Tablet,Accessories
220,Laptop,Accessories
361,Laptop,Accessories
355,Laptop,Electronics
258,Phone,Accessories
226,Tablet,Accessories
224,Tablet,Electronics
330,Laptop,Electronics
296,Laptop,Accessories
395,Tablet,Accessories
224,Monitor,Electronics
347,Laptop,Electronics
361,Phone,Accessories
353,Laptop,Accessories
332,Monitor,Accessories
315,Phone,Accessories
377,Phone,Accessories
333,Laptop,Electronics
338,Tablet,Electronics
393,Monitor,Accessories
374,Phone,Accessories
275,Phone,Electronics
229,Tablet,Electronics
389,Monitor,Electronics
379,Phone,Accessories
233,Monitor,Accessories
250,Phone,Electronics
374,Tablet,Electronics
274,Phone,Accessories
384,Tablet,Electronics
375,Phone,Accessories
327,Tablet,Electronics
290,Tablet,Accessories
232,Phone,Electronics
361,Tablet,Electronics
367,Monitor,Accessories
355,Tablet,Electronics
200,Tablet,Electronics
286,Phone,Accessories
266,Laptop,Electronics
246,Monitor,Electronics
390,Monitor,Accessories
316,Tablet,Electronics
245,Monitor,Accessories
341,Phone,Electronics
344,Laptop,Electronics
298,Laptop,Accessories
276,Phone,Accessories
314,Laptop,Electronics
350,Tablet,Electronics
386,Phone,Accessories
229,Tablet,Accessories
287,Phone,Electronics
353,Monitor,Electronics
301,Laptop,Accessories
375,Monitor,Electronics
282,Laptop,Accessories
378,Monitor,Electronics
369,Laptop,Accessories
372,Monitor,Accessories
270,Laptop,Electronics
272,Monitor,Electronics
323,Tablet,Electronics
341,Laptop,Accessories
380,Phone,Electronics
363,Laptop,Accessories
208,Tablet,Electronics
288,Monitor,Electronics
341,Phone,Accessories
252,Tablet,Electronics
240,Phone,Accessories
319,Tablet,Accessories
326,Monitor,Accessories
382,Monitor,Electronics
215,Laptop,Accessories
375,Phone,Electronics
357,Phone,Electronics
211,Laptop,Electronics
234,Laptop,Accessories
210,Phone,Electronics
249,Monitor,Electronics
348,Monitor,Accessories
219,Phone,Accessories
207,Tablet,Accessories
244,Phone,Accessories
374,Tablet,Accessories
275,Monitor,Electronics
381,Tablet,Electronics
373,Tablet,Electronics
304,Tablet,Accessories
346,Phone,Accessories
225,Tablet,Electronics
349,Monitor,Accessories
250,Laptop,Accessories
237,Monitor,Accessories
378,Phone,Electronics
254,Monitor,Accessories
398,Tablet,Electronics
291,Monitor,Accessories
382,Tablet,Electronics
200,Phone,Electronics
271,Monitor,Accessories
205,Laptop,Electronics
344,Monitor,Electronics
260,Monitor,Electronics
392,Monitor,Electronics
384,Phone,Accessories
292,Laptop,Accessories
308,Phone,Accessories
367,Monitor,Electronics
341,Tablet,Electronics
255,Monitor,Electronics
376,Phone,Accessories
389,Phone,Electronics
242,Monitor,Electronics
347,Phone,Accessories
238,Phone,Electronics
261,Tablet,Accessories
305,Laptop,Electronics
253,Laptop,Accessories
325,Tablet,Electronics
216,Monitor,Accessories
238,Monitor,Electronics
210,Tablet,Accessories
326,Laptop,Electronics
245,Monitor,Electronics
200,Phone,Accessories
307,Tablet,Accessories
218,Tablet,Electronics
399,Phone,Electronics
388,Laptop,Accessories
388,Laptop,Electronics
360,Monitor,Electronics
302,Phone,Electronics
396,Phone,Accessories
376,Laptop,Accessories
283,Tablet,Electronics
281,Monitor,Electronics
360,Phone,Electronics
363,Monitor,Accessories
281,Phone,Electronics
275,Monitor,Accessories
321,Laptop,Electronics
201,Phone,Accessories
390,Laptop,Electronics
304,Monitor,Accessories
250,Tablet,Electronics
274,Laptop,Electronics
341,Monitor,Electronics
317,Phone,Accessories
320,Monitor,Accessories
283,Phone,Electronics
354,Monitor,Accessories
239,Phone,Electronics
362,Phone,Electronics
264,Laptop,Accessories
300,Monitor,Accessories
237,Tablet,Accessories
227,Monitor,Electronics
220,Laptop,Electronics
381,Phone,Electronics
345,Laptop,Accessories
297,Tablet,Accessories
394,Laptop,Accessories
355,Phone,Accessories
371,Tablet,Electronics
278,Phone,Electronics
262,Monitor,Accessories
222,Monitor,Accessories
274,Tablet,Electronics
359,Phone,Accessories
299,Monitor,Accessories
206,Tablet,Accessories
364,Tablet,Electronics
255,Tablet,Electronics
264,Monitor,Electronics
356,Tablet,Accessories
387,Laptop,Accessories
345,Monitor,Accessories
362,Laptop,Electronics
268,Tablet,Accessories
335,Laptop,Electronics
383,Tablet,Electronics
230,Tablet,Electronics
331,Phone,Electronics
287,Laptop,Accessories
386,Tablet,Electronics
354,Laptop,Electronics
249,Phone,Accessories
258,Monitor,Accessories
229,Phone,Electronics
321,Tablet,Electronics
286,Monitor,Electronics
217,Laptop,Accessories
228,Tablet,Electronics
276,Laptop,Accessories
325,Phone,Electronics
308,Tablet,Electronics
221,Laptop,Accessories
285,Phone,Electronics
252,Phone,Accessories
241,Phone,Accessories
373,Laptop,Electronics
243,Tablet,Electronics
291,Monitor,Electronics
310,Monitor,Electronics
297,Phone,Accessories
338,Phone,Electronics
298,Phone,Electronics
284,Phone,Accessories
207,Phone,Accessories
263,Monitor,Accessories
210,Phone,Accessories
372,Monitor,Electronics
383,Phone,Accessories
314,Monitor,Accessories
247,Laptop,Electronics
251,Monitor,Electronics
295,Monitor,Accessories
389,Laptop,Electronics
354,Tablet,Electronics
391,Tablet,Electronics
378,Tablet,Accessories
247,Tablet,Electronics
271,Tablet,Accessories
315,Monitor,Electronics
280,Laptop,Accessories
280,Monitor,Electronics
295,Phone,Electronics
271,Laptop,Accessories
346,Tablet,Electronics
262,Phone,Electronics
266,Phone,Electronics
374,Phone,Electronics
221,Phone,Accessories
253,Monitor,Electronics
351,Laptop,Electronics
383,Monitor,Accessories
256,Monitor,Electronics
218,Monitor,Accessories
312,Monitor,Accessories
266,Monitor,Accessories
264,Phone,Electronics
224,Monitor,Accessories
326,Monitor,Electronics
393,Phone,Accessories
390,Tablet,Accessories
303,Monitor,Electronics
222,Tablet,Electronics
233,Tablet,Electronics
327,Phone,Electronics
